LOG_NO,"NOTIFIER, VENDOR",DESCRIPTION,REP_DATE,ACCESS_NO 
83040,"GENERAL ELECTRIC, TORRINGTON BEARING",BREAKER BEARING MAY BECOME LOOSE ON AKR- 30 AND -50 LOW VOLTAGE POWER CIRCUIT BREAKERS MANUFACTURED BETWEEN MID-1976 AND FEBRUARY 1978,11/04/1983,8311080320
83041,"G. H. BETTIS, MOBIL OIL",ETHYLENE PROPYLENE ELASTOMERS SWOLLEN AFTER CONTACT WITH MOBIL GREASE 28,11/18/1983,8312050501
83042,"BURNS AND ROE, GENERAL ELECTRIC",REACTOR WATER CLEANUP SYSTEM LEAK DETECTION TEMPERATURE SENSORS,07/28/1983,8311280441
83043,"COMMONWEALTH EDISON,PACIFIC SCIENTIFIC, ITT GRINNELL",MECHANICAL SHOCK ARRESTOR MODELS PSA-1 AND PSA-3 TANGS ON CAPSTAN SPRING,11/09/1983,8311210348
83044,GENERAL ELECTRIC,POTENTIAL INADEQUATE ELECTRICAL SEPARATION AND USE OF DEFECTIVE ALUMINUM SWITCH ENCLOSURES,11/11/1983,8311280285
83045,TRANSAMERICA DELAVAL,LINEAR INDICATIONS ON PISTON SKIRT OF DSR AND DSRV STANDBY DIESEL GENERATOR,11/16/1983,8311220277
83046,"BBC BROWN BOVERI, WESTINGHOUSE",TYPE SA-1 RELAY TANTALUM CAPACITOR LEAKING ELECTROLYTE,11/03/1983,8311070472
83047,"BURNS AND ROE, GENERAL ELECTRIC",REACTOR WATER CLEANUP SYSTEM LEAK DETECTION TEMPERATURE SENSORS,07/28/1983,8311280441
83048,"MISSISSIPPI POWER AND LIGHT,W.  J. WOOLLEY, PRESRAY",SEAL IN DRYWELL PERSONNEL AIRLOCK,10/24/1983,8310260186
83049,WESTINGHOUSE,QUALITY DEFICIENCIES RESULTING FROM FRAUDULENT ACTIONS OF SUPPLIERS,11/16/1983,8311280191
83050,"PUBLIC SERVICE ELECTRIC AND GAS, TUBE LINE, CAPITAL PIPE",RESPONSE TO BULLETIN 83-06,11/17/1983,8311280527
83051,"CONSUMERS POWER, TUBE LINE,BABCOCK AND WILCOX",RESPONSE TO BULLETIN 83-06,11/17/1983,8311280469
83052,BAHNSON SERVICE,"LIST OF HEATING, VENTILATION, AND AIR CONDITIONING UNITS SUPPLIED TO FACILITIES AND BUILT IN WINSTON- SALEM,  NORTH CAROLINA",11/18/1983,8311280481
83053,"MISSISSIPPI POWER AND LIGHT, BECHTEL POWER, BETHLEHEM STEEL","FAILURE OF INTERNAL COATING OF AUTOMATIC DEPRESSURIZATION SYSTEM, MAIN STEAM SAFETY RELIEF VALVE, AND MAIN STEAM ISOLATION VALVE ACCUMULATORS",11/18/1983,8311280438
83054,VERMONT YANKEE,REVIEW OF QUALITY ASSURANCE PROGRAM TO ADDRESS POSSIBLE FRAUDULENT ACTIONS BY SUPPLIERS,11/21/1983,8311280313
83055,"BURNS AND ROE, GENERAL ELECTRIC",ROOM IN REACTOR BUILDING CANNOT WITHSTAND CALCULATED PRESSURE FOLLOWING POSTULATED HIGH ENERGY LINE BREAK,11/18/1983,8311290193
83056,"YANKEE ATOMIC ELECTRIC, GOULD,BBC BROWN BOVERI",SPARE UNITIZED STARTERS NOT PROVIDED WITH CORRECT WIRING AND TERMINATIONS,11/29/1983,8312050418
83057,"TENNESSEE VALLEY AUTHORITY, PARSONS, PEEBLES ELECTRIC",SPARKS OBSERVED AT REAR BEARINGS OF DIESEL GENERATORS,07/27/1983,8308180376
83058,"GEORGIA POWER, RELIANCE ELECTRIC",ELECTRIC CABLE TERMINATIONS IN PANELS AND CABINETS,07/28/1983,8308110098
83059,"TENNESSEE VALLEY AUTHORITY,H.  N.  PORTER",DIESEL GENERATOR ROOM EXHAUST FAN MODIFIED,07/21/1983,8307260520
83060,"HOUSTON LIGHTING AND POWER, WESTINGHOUSE",SATURATION OF TEMPERATURE CHANNEL TEST CARD IN WESTINGHOUSE 7300 PROCESS CONTROL AND PROTECTION SYSTEM,08/01/1983,8308090083
83061,"CAROLINA POWER AND LIGHT, BERGEN-PATERSON, PX ENGINEERING",PIPE HANGER FRAME BASE METAL REDUCTION,07/05/1983,8307150380
83062,TENNESSEE VALLEY AUTHORITY,CONTAINMENT SPRAY MINIMUM FLOW VALVE DESIGN ERROR,07/06/1983,8307150207
83063,"NORTHEAST NUCLEAR ENERGY, WESTINGHOUSE",POTENTIAL PROBLEMS WITH TEMPERATURE CHANNEL TEST CARD RELAYS,07/06/1983,8307150208
83064,"TENNESSEE VALLEY AUTHORITY,HENRY PRATT,G.  H. BETTIS",DESIGN ERROR IN BUTTERFLY VALVE YOKE TO LIMIT KEYWAY DEPTH,08/08/1983,8308180431
83065,UNITED ENGINEERS,INADEQUATE STRUCTURAL DESIGN OF CONCRETE WALLS SEPARATING PUMP CELLS IN CATEGORY 1 SERVICE WATER AND CIRCULATING WATER PUMP HOUSE,08/08/1983,8308310319
83066,"UNION ELECTRIC, BYRON JACKSON",ESSENTIAL SERVICE WATER PUMP ASSEMBLED WITHOUT SE                COND STAGE IMPELLER KEY,08/17/1983,8308260043
83067,"PENNSYLVANIA POWER AND LIGHT, WESTINGHOUSE, BECHTEL POWER",HYDROGEN RECOMBINERS WITHOUT BUSHINGS TO PROTECT POWER CABLES,08/26/1983,8309120470
83068,"MISSISSIPPI POWER AND LIGHT, GENERAL ELECTRIC, AGASTAT RELAY",FAILURE OF GP SERIES RELAYS TO SWITCH,10/17/1983,8310270433
83069,"INDIANA AND MICHIGAN ELECTRIC, AMERICAN ELECTRIC POWER",TIE DOWN FEATURES NOT INSTALLED ON PRESSURIZER VENTILATION SYSTEM INSIDE CONTAINMENT,08/31/1983,8309120380
83070,"TENNESSEE VALLEY AUTHORITY, MORRISON-KNUDSE N",CHECK VALVES ON DIESEL GENERATOR STARTING AIR RECEIVER TANK TEMPORARILY REPLACED WITH SOFT- SEATED BRASS VALVES,08/01/1983,8308110167
83071,"GEORGIA POWER, BECHTEL POWER, PULLMAN CONSTRUCTION INDUSTRIES","DESIGN INCONSISTENCIES OF HEATING, VENTILATION, AND AIR CONDITIONING DUCT SUPPORTS",08/15/1983,8308220288
83072,"CAROLINA POWER AND LIGHT, CHEMPUMP (CRANE), WESTINGHOUSE",BORIC ACID TRANSFER PUMP SUPPORT STRUCTURE BOLTING REPLACED AND GUSSET STIFFENER SPOT WELDS SUPPLEMENTED,09/01/1983,8309090044
83073,"ILLINOIS POWER, GENERAL ELECTRIC, REACTOR CONTROLS",DEFECTIVE DESIGN OF CONTROL ROD DRIVE HOUSING BAND CLAMP,09/07/1983,8309160107
83074,"NIAGARA MOHAWK POWER,ROCKWELL INTERNATIONAL",MICROSWITCH IN POST- LOSS OF COOLANT ACCIDENT HYDROGEN RECOMBINERS,09/01/1983,8310170153
83075,"PUBLIC SERVICE ELECTRIC AND GAS, COLT INDUSTRIES, BASLER ELECTRIC",RESISTORS INSTALLED IN EMERGENCY DIESEL GENERATORS,09/30/1983,8310280093
83076,"GEORGIA POWER, BECHTEL POWER",MISAPPLICATION OF TORUS TO REACTOR BUILDING DIFFERENTIAL PRESSURE SWITCHES,11/03/1983,8311170263
83077,"TENNESSEE VALLEY AUTHORITY, WESTINGHOUSE",GATE VALVE POSITION INDICATION,09/29/1983,8310060016
83078,"MISSISSIPPI POWER AND LIGHT,BBC BROWN BOVERI,SPRAGUE ELECTRIC",DEFECTIVE TYPE 40D CAPACITOR ON LOW VOLTAGE CIRCUIT BREAKERS EQUIPPED WITH SOLID STATE TRIP DEVICES,10/10/1983,8310170400
83079,"TENNESSEE VALLEY AUTHORITY, WESTINGHOUSE",LOOSE MATERIAL IN STEAM GENERATOR,10/13/1983,8310210068
83080,"PUBLIC SERVICE OF INDIANA,BBC BROWN BOVERI",WELDING TECHNIQUES NOT COVERED BY QUALITY ASSURANCE PROGRAM USED IN FABRICATION OF SAFETY RELATED SWITCHGEAR,10/20/1983,8310270458
83081,"TENNESSEE VALLEY AUTHORITY, TARGET ROCK",PRESSURIZER POWER OPERATED RELIEF VALVES FAILED TO OPEN,10/21/1983,8310310348
83082,"TENNESSEE VALLEY AUTHORITY,PAUL-MUNROE ENERTECH",STEAM GENERATOR HYDRAULIC SNUBBERS,10/24/1983,8311010095
83083,"CONSOLIDATED EDISON, WESTINGHOUSE, ITT BARTON",CALIBRATION ERRORS IN ENVIRONMENTAL QUALIFICATION,10/14/1983,8311010246
83084,"TENNESSEE VALLEY AUTHORITY, LIMITORQUE, WESTINGHOUSE",SHEARED MOTOR PINION KEYS IN MODEL SB-0-25 MOTOR OPERATORS,10/20/1983,8311010265
83085,CAROLINA POWER AND LIGHT,INSTALLED UNMARKED BOLTS,10/19/1983,8311010162
83086,"DUKE POWER, WESTINGHOUSE",ELECTROLYTE LEAKAGE IN SA1 DIFFERENTIAL RELAY TANTALUM CAPACITORS,10/31/1983,8312080119
83087,"PENNSYLVANIA POWER AND LIGHT, ITT GRINNELL, BECHTEL POWER",LACK OF MOVEMENT IN SNUBBER BRACKETS,11/01/1983,8311180314
83088,"COMMONWEALTH EDISON,PACIFIC SCIENTIFIC",MECHANICAL SHOCK ABSORBER MODELS PSA-1 AND PSA-3,11/22/1983,8312190158
83089,PACIFIC GAS AND ELECTRIC,DEFICIENCIES IN QUALITY RESULTING FROM FRAUDULENT ACTIONS BY SUPPLIERS,11/29/1983,8312070286
83090,"WISCONSIN ELECTRIC POWER, PHILLIPS GETSCHOW",INCORRECTLY MARKED ANCHOR BOLTS,12/01/1983,8312090265
83091,"HOUSTON LIGHTING AND POWER, BECHTEL POWER",POTENTIALLY OVERSTRESSED CONTAINMENT MECHANICAL PENETRATION WELDS,12/15/1983,8312280349
83092,BURNS AND ROE,INCORRECT INSTALLATION OF SOLENOID OPERATED CONTAINMENT ISOLATION VALVES,12/09/1983,8312290393
83093,"GEORGIA POWER, FISHER CONTROLS, BECHTEL POWER","DURING LOSS OF COOLANT ACCIDENT , PRIMARY CONTAINMENT PURGE AND INERTING VALVES COULD OVER TRAVEL AND LOSE SEATING CAPABILITY",12/09/1983,8312200067
83094,"CONSUMERS POWER,JTT BAKER CHEMICAL",PH OF BORON STANDARD TOO LOW,12/14/1983,8312280504
83095,GILBERT/COMMON WEALTH,REACTOR CORE ISOLATION COOLING SYSTEM EQUIPMENT ROOM COOLER AND AUTOMATIC RESTART OF CHILLERS,12/13/1983,8312200391
83096,"GEORGIA POWER, TRANSAMERICA DELAVAL",DIESEL GENERATOR GOVERNOR DRIVE COUPLING,12/14/1982,8401130152
83097,"CAROLINA POWER AND LIGHT, TRANSAMERICA DELAVAL, MELROSE SPRING AND TOOL WORKS",DEFECTIVE VALVE SPRINGS ON DIESEL ENGINES,12/14/1983,8312210220
83098,"CAROLINA POWER AND LIGHT, TRANSAMERICA DELAVAL",DEFECTIVE PISTON SKIRT CASTINGS ON EMERGENCY DIESEL GENERATORS,12/14/1983,8312210233
83099,UNITED ENGINEERS,LACK OF PROPER CONSIDERATION OF SHRINKAGE EFFECTS IN DESIGN OF COMPRESSION MEMBERS ON SERVICE WATER AND CIRCULATING WATER PUMP HOUSE,12/22/1983,8401030162
83100,"BERGEN-PATERSON PIPE SUPPORT, PACIFIC SCIENTIFIC",POTENTIAL INTERFERENCE IN FULL FUNCTION OF STRUT ASSEMBLY WITH MECHANICAL SHOCK ARRESTOR,03/06/1981,8402010253
83101,"CAROLINA POWER AND LIGHT, WESTINGHOUSE",POTENTIAL FAILURE OF GATE VALVES TO CLOSE UNDER DESIGN CONDITIONS,12/29/1983,8401060420
83102,"TENNESSEE VALLEY AUTHORITY, GILBERT/COMMON WEALTH",NYLON BOLT CONNECTIONS BETWEEN POSITIVE BUS DISTRIBUTION PANEL BREAKERS TO BE REPLACED WITH BRASS BOLTS,01/04/1984,8401120427
83103,"MISSISSIPPI POWER AND LIGHT, BECHTEL POWER, TRANSAMERICA DELAVAL",DIESEL GENERATOR FUEL OIL LINE NEEDED SUPPORT,01/03/1984,8401120350
83104,"ILLINOIS POWER, GENERAL ELECTRIC, ANCHOR/DARLING",DEFECTS IN GLOBE VALVES,01/09/1984,8401160283
83105,"TENNESSEE VALLEY AUTHORITY,ELMA ENGINEERING, NUTHERM INTERNATIONAL",DEFECTIVE WIRING AND COLD SOLDER JOINTS IN REACTOR PROTECTION SYSTEM POWER SUPPLIES,01/11/1984,8401240254
83106,GENERAL SIGNAL,MATHEMATICAL ERROR IN SEISMIC REPORT RESULTING IN UNDERSIZED BUTTERFLY VALVE ACTUATOR MOUNTING PLATE,01/07/1983,8302030467
83107,"BABCOCK AND WILCOX,CAPITAL PIPE AND STEEL, TUBE LINE",AUXILIARY FEEDWATER PIPE FITTINGS FROM UNAPPROVED SUPPLIER,01/10/1983,8301130124
83108,BABCOCK AND WILCOX,POSSIBLE ADVERSE EFFECTS OF CROSS FLOW ON CONTROL ROD ASSEMBLIES,01/14/1983,8301210029
83109,"ILLINOIS POWER, BALDWIN ASSOCIATES",INCORRECT IDENTIFICATION OF BASE MATERIAL AND IMPROPER WELD PROCEDURES ON PIPING HANGER TRAVELERS,01/17/1983,8301250405
83110,GENERAL ELECTRIC,"PVD21B, D AND HGA11 AND 111 RELAYS",02/24/1983,8303240349
83111,"CAROLINA POWER AND LIGHT, WESTINGHOUSE",DESIGN DEFECT IN SOLID STATE PROTECTION SYSTEM,03/03/1983,8303140330
83112,GENERAL ELECTRIC,SFF30 SERIES RELAY MISOPERATED WHEN POWER SYSTEM FREQUENCY ROSE ABOVE 60 HERTZ AFTER SYSTEM DISTURBANCE,01/20/1983,8301250356
83113,GENERAL ELECTRIC,SBM CONTROL SWITCHES CONTAIN AT LEAST ONE CONTACT WHICH FAILED TO CLOSE OR REMAIN CLOSED,03/01/1983,8303090201
83114,GA TECHNOLOGIES,DEFECT IN RADIATION MONITOR,01/27/1983,8302010459
83115,"PHILADELPHIA ELECTRIC,  GENERAL ELECTRIC, DUPONT",CAM MATERIAL FRACTURED INTO SMALL PIECES ON SWITCH FOR EMERGENCY CORE COOLING SYSTEM PUMP ROOM COOLER,03/23/1983,8303280238
83116,BERGEN-PATERSON PIPE SUPPORT,HANGER DESIGNS,03/30/1983,8304070159
83117,WESTINGHOUSE,DIMENSION OF GAP BETWEEN TRIP RESET LEVER AND BREAKER BAR PIN IN REACTOR TRIP SWITCHGEAR THAT EMPLOY DS-416 UNDERVOLTAGE TRIP DEVICE,03/31/1983,8304070180
83118,MORRISON- KNUDSEN,SEALING PROCEDURE FROM BRAZING TO HOT ROLLED COMPRESSION FIT ON MODEL 6042 HYDROGEN IGNITOR,01/28/1983,8302030080
83119,ROCKWELL INTERNATIONAL,POST-LOSS OF COOLANT ACCIDENT HYDROGEN RECOMBINER TIMER LIKELY TO FAIL FOLLOWING EXPOSURE TO ELEVATED TEMPERATURE AND HIGH HUMIDITY ENVIRONMENT,12/17/1982,8302090385
83120,ILLINOIS POWER,SIX OPEN ITEMS LISTED PREVIOUSLY BY VENDORS AND CONTRACTORS,01/17/1983,8301250167
83121,INRYCO,TENDON POST- TENSIONING SYSTEM,01/27/1983,8302230542
83122,"CAROLINA POWER AND LIGHT, UNITED ENGINEERS",POSTULATED PIPE CRACKS,02/01/1983,8302150172
83123,"HOUSTON LIGHTING AND POWER,LAPP INSULATOR",TWO OCCURRENCES OF INSULATOR FLASHOVER EXPERIENCED AT 345 KV SUBSTATION SINCE APR 1980,01/24/1983,8302070607
83124,SACRAMENTO MUNICIPAL UTILITY DISTRICT,FORWARDS LER 83- 003/03L-0 WITH EVENT ANALYSIS,02/10/1983,8302230604
83125,"WESTINGHOUSE, ROCKBESTOS",POSSIBLE DEFECT ON TRIAXIAL CABLE TYPE RSS-6-108,01/28/1983,8303030572
83126,"BERGEN-PATERSON PIPE SUPPORT, UNITED ENGINEERS",WRONG ANGLE OR POSITION OF INSTALLATION OF EA-3 STRUT RESTRAINT CLAMP,02/24/1983,8303040511
83127,"COLT INDUSTRIES, ROBERTSHAW",COTTER PINS FOR LOCKING NUT TO STEM ON THERMOSTATIC VALVE ON EMERGENCY DIESEL GENERATORS,02/15/1983,8302250201
83128,BURNS AND ROE,ADLPIPE DEFICIENCY DETERMINED NOT REPORTABLE,02/01/1983,8303280225
83129,BURNS AND ROE,ERROR IN ADLPIPE PIPE STRESS ANALYSIS PROGRAM WHERE SECTION MODULES ARE USED FOR STRESSES IN REDUCED BRANCH OUTLETS,01/28/1983,8303280156
83130,AUTOMATIC SWITCH COMPANY,TRANSFER SWITCHES 386B180,03/10/1983,8303280170
83131,UNITED ENGINEERS,DEFECT IN STRUCTURAL DESIGN OF CONCRETE WALLS SEPARATING PUMP CELLS IN CATEGORY I SERVICE WATER AND CIRCULATING WATER PUMP HOUSE,04/18/1983,8304250295
83132,"SNUPPS,GA TECHNOLOGIES",LOCK-UP OF RM-23 DISPLAY IN RADIATION MONITORING SYSTEM GAVE ERRONEOUS INDICATION OF ACTIVITY,03/22/1983,8303290394
83133,"COMBUSTION ENGINEERING, POSI-SEAL INTERNATIONAL, LIMITORQUE",POSI-SEAL MOTOR OPERATED VALVES INSTALLED WITH INCORRECT LIMITORQUE VALVE OPERATORS,04/20/1983,8304280114
83134,MCC POWERS,"DEFECT IN MULTICONDUCTOR CABLE INSTALLATION IN HEATING, VENTILATION, AND AIR CONDITIONING CONTROL PANELS",04/18/1983,8305120484
83135,"COMSIP, SARGENT AND LUNDY",IODINE RELEASE CALCULATIONS,04/13/1983,8312200263
83136,"STONE AND WEBSTER,PACIFIC SCIENTIFIC",DEFECTIVE MECHANICAL SHOCK SUPPRESSORS,03/31/1983,8304060234
83137,"BERGEN-PATERSON PIPE SUPPORT,PX ENGINEERING",WELD DEFECTS IN STRUCTURAL FRAMES,03/23/1983,8304070159
83138,"MISSISSIPPI POWER AND LIGHT,C. E. NATCO, BECHTEL POWER",STRESS RELIEF OF SOCKETS,04/07/1983,8304250073
83139,"CAROLINA POWER AND LIGHT, SIEMENS-ALLIS, EBASCO SERVICES",NONCONFORMING WELDING IN CLASS IE 6.9 KV SWITCHGEAR BREAKERS,04/08/1983,8304250087
83140,"TENNESSEE VALLEY AUTHORITY, TRANSAMERICA DELAVAL",STARTING AIR VALVE ASSEMBLY ON STANDBY DIESELS,04/08/1983,8304250032
83141,"CONSOLIDATED EDISON, WESTINGHOUSE, INGERSOLL-RAND",SHAFT MATERIAL FABRICATED OF CARBON STEEL INSTEAD OF STAINLESS STEEL IN RESIDUAL HEAT REMOVAL PUMP MOTOR,03/16/1983,8304250159
83142,"TENNESSEE VALLEY AUTHORITY, BINGHAM-WILLAME TTE",QUALITY ASSURANCE PROGRAM FOR SPARE PARTS,04/05/1983,8304250178
83143,"CAROLINA POWER AND LIGHT, LIMITORQUE",SHEARED PINION KEYS ON VALVE MOTOR OPERATORS,04/01/1983,8304250014
83144,"TENNESSEE VALLEY AUTHORITY, MORRISON-KNUDSE N",CHECK VALVE ON DIESEL GENERATOR STARTING AIR SYSTEM,04/08/1983,8304250123
83145,"WASHINGTON PUBLIC POWER, GUYON ALLOYS, US STEEL",LINEAR INDICATIONS ON ASME SECTION 111 CLASS 1 PIPING AFTER WELDING,04/15/1983,8305030300
83146,"CAROLINA POWER AND LIGHT, WESTINGHOUSE",GATE VALVES WHICH MAY NOT FULLY CLOSE OR OPEN,04/08/1983,8304250224
83147,MORRISON- KNUDSEN,CRIMPED BOND ON MODEL 6043 HYDROGEN IGNITORS,04/08/1983,8304190513
83148,ROBERTSHAW CONTROLS,COTTER PINS TO LOCK NUT TO STEM VALVES ON DIESEL GENERATORS,03/30/1983,8304040406
83149,GEORGIA POWER,DAMAGED CONDUIT SUPPORTS FOR BOTH LOOPS OF RESIDUAL HEAT REMOVAL LOW PRESSURE COOLANT INJECTION SYSTEM,03/24/1983,8304050217
83150,"TENNESSEE VALLEY AUTHORITY, METREX VALVE, DUNHAM-BUSCH",LOOSE VALVE STEM NUTS ON RAW COOLING WATER CHILLER FLOW CONTROL VALVE,03/21/1983,8304050294
83151,"ROCKBESTOS, EBASCO SERVICES",DEVIATION IN QUALITY OF SHIELDED INSTRUMENTATION CABLES,03/25/1983,8304050412
83152,MISSISSIPPI POWER AND LIGHT,FIRE DOOR LATCH BOLT,03/17/1983,8304050513
83153,GEORGIA POWER,"ACTUATION OF FIRE PROTECTION SYSTEM DELUGE VALVE AND MAIN HEADER RUPTURE, CAUSING PUMP START, CAUSED FIRE WATER STORAGE TANK LEVEL TO DROP BELOW TECHNICAL SPECIFICATION LIMITS",03/22/1983,8304050331
83154,GEORGIA POWER,SAFETY HAZARDS IN PERFORMING CHECKS OF INACCESSIBLE FIRE DETECTORS,03/24/1983,8304050408
83155,MISSISSIPPI POWER AND LIGHT,SMOKE DETECTORS IN AUXILIARY BUILDING COVERED TO PERFORM MAINTENANCE ACTIVITY,03/16/1983,8304050564
83156,MISSISSIPPI POWER AND LIGHT,SMOKE DETECTORS IN LOW PRESSURE CORE SPRAY SYSTEM PUMP ROOM COVERED TO PERFORM PLANNED MAINTENANCE,03/16/1983,8304050382
83157,"MISSISSIPPI POWER AND LIGHT, BECHTEL POWER",INABILITY TO MAINTAIN PRESSURIZED WATER SUPPLY TO RESIDUAL HEAT REMOVAL JOCKEY PUMPS AND DISCHARGE PIPING,04/15/1983,8304260357
83158,"NUCLEAR REGULATORY COMMISSION, DIARYLAND POWER COOPERATIVE",UNIT SCRAMMED FROM WHILE AT 94 PERCENT POWER DUE TO LOW WATER LEVEL SIGNAL; WATER HYDRAULIC COUPLER RESERVOIR ON REACTOR FEED PUMP OVERFILLED,03/25/1983,8304250033
83159,"CAROLINA POWER AND LIGHT, CAPITAL PIPE AND STEEL,TUBE LINE",CARBON STEEL BUTT WELD CAPS NOT SUPPLIED AS REQUIRED,04/28/1983,8305050124
83160,"CAROLINA POWER AND LIGHT, SOUTHWEST FABRICATING",BASE METAL DEFECT BUFFED TO REMOVE DEFECT,04/29/1983,8305050185
83161,"CAROLINA POWER AND LIGHT,BBC BROWN BOVERI",INCORRECT SECONDARY DISCONNECT DESIGN OF 480 VOLT SWITCHGEAR,04/29/1983,8305130027
83162,MAGNETROL INTERNATIONAL,LEAKAGE INTO SUBMERSIBLE STYLE SWITCH ENCLOSURES PREVENTED SWITCH FROM OPERATING,12/28/1981,8112160101
83163,NORTHEAST NUCLEAR ENERGY,FORWARDS LER 82- 022/03L-0,07/06/1982,8207200419
83164,DUKE POWER,MALFUNCTION OF 15 KV STATIC INVERTER IN 120 VOLT AC VITAL INSTRUMENTATION AND CONTROL POWER SYSTEM,07/13/1982,8207230625
83165,"CAROLINA POWER AND LIGHT, SIEMENS-ALLIS, EBASCO SERVICES",WELDING OF 6.9 KV SWITCHGEAR,07/30/1982,8208200113
83166,"GEORGIA POWER, TRANSAMERICA DELAVAL",STARTING AIR VALVE ASSEMBLY ON STANDBY DIESEL GENERATORS NEEDS SHORTENED SCREWS TO PROVIDE ADEQUATE THREAD ENGAGEMENT,08/06/1982,8208200161
83167,GEORGIA POWER,INSUFFICIENT FLOW THROUGH CENTRIFUGAL CHARGING PUMP FOLLOWING SECONDARY SIDE HIGH ENERGY LINE RUPTURES,08/10/1982,8208200005
83168,"DUQUESNE LIGHT, COLT INDUSTRIES, ROBERTSHAW CONTROLS",THERMOSTATIC CONTROL VALVES ON EMERGENCY DIESEL GENERATORS,08/17/1982,8208260329
83169,"WASHINGTON PUBLIC POWER, TRANSAMERICA DELAVAL,KOPPERS COMPANY",POTENTIAL DEFECT IN ISOPRENE MATERIAL USED IN GOVERNOR DRIVE COUPLING ELEMENTS,09/20/1982,8210070297
83170,"TENNESSEE VALLEY AUTHORITY, WESTINGHOUSE",CRACKED OR BROKEN W- 2 HANDSWITCH PULL GUIDES AND COVERS,10/22/1982,8211040117
83171,"UNION ELECTRIC, GENERAL ELECTRIC",HFA TYPE RELAYS WITH CRACKED LEXAN COIL SPOOLS,10/25/1982,8211040360
83172,"CAROLINA POWER AND LIGHT, TRANSAMERICA DELAVAL, MELROSE SPRING AND TOOL WORKS",DEFECTIVE VALVE SPRINGS ON DIESEL ENGINES,10/29/1982,8211080238
83173,AMETEK,LOOSENING OF SETSCREWS ON MAIN STEAM CHECK VALVES,11/03/1982,8211120470
83174,"KANSAS GAS AND ELECTRIC, FOXBORO",SUSPECT POTENTIOMETER LEADS ON CARDS,11/05/1982,8211150589
83175,"UNION ELECTRIC, GENERAL ELECTRIC",OVERTRAVELING ARMATURE LINKAGE PIN ON CLOSING SPRING INTERLOCK ON CLASS IE 480-VOLT AKR BREAKERS,11/19/1982,8212020259
83176,"CONSOLIDATED EDISON, WESTINGHOUSE",UPPER END PLUG FROM ONE FUEL ROD WITHIN ASSEMBLY SEPARATED FROM FUEL TUBE,11/22/1982,8212060146
83177,"PACIFIC AIR PRODUCTS,G. H. BETTIS, AUTOMATIC SWITCH COMPANY",POSSIBLE PROBLEM WITH USING ETHYLENE PROPLYENE S EALS WITH MOBIL 28 LUBRICANT IN ASCO SOLENOID VALVES,11/23/1982,ml010920017
83178,COMMONWEALTH EDISON,UNAVAILABLE INSPECTION  RECORDS FOR HIGH STRENGTH BOLT CONNECTIONS OF STRUCTURAL STEEL,11/24/1982,8212020329
83179,UNITED ENGINEERS,VERIFICATION OF DESIGN RESPONSE SPECTRA,09/10/1981,8110020077
83180,"NUCLEAR REGULATORY COMMISSION, COOPER ENERGY",IMPROPER REPAIR OF FUEL NOZZLE HOLES; DISINTEGRATION OF LUBE OIL STRAINER,02/01/1982,8202100242
83181,UNITED ENGINEERS,SLIPPAGE OF RACEWAY BOLTED STRUT FITTINGS,08/07/1981,8108200317
83182,"STONE AND WEBSTER,PACIFIC SCIENTIFIC, WYLE LABORATORIES",FAILURE DURING  TESTING OF MECHANICAL SHOCK SUPPRESSORS USED IN STEAM GENERATOR  BLOWDOWN LINES,12/10/1982,8302040218
83183,"WISCONSIN ELECTRIC POWER, WESTINGHOUSE",COIL FILLER EPOXY LEAK INTO PLUNGER CAVITY CAUSED EXCESSIVE REACTOR PROTECTION RACK RELAY DROPOUT TIME,12/07/1982,8212100202
83184,"KANSAS GAS AND ELECTRIC, GENERAL ELECTRIC",MALFUNCTION IN CLASS IE 480-VOLT AKR 30/50 BREAKERS,12/09/1982,8212210115
83185,"CAROLINA POWER AND LIGHT,BBC BROWN BOVERI",480-VOLT SWITCHGEAR DESIGN OF SECONDARY DISCONNECTS,12/10/1982,8212170183
83186,"WASHINGTON PUBLIC POWER, BABCOCK AND WILCOX,UNITED ENGINEERS",RUSTING IN THE NONCORROSION RESISTANT SURFACES OF REACTOR VESSEL FLANGE STUD HOLES,12/14/1982,8301030262
83187,CAROLINA POWER AND LIGHT,"SHOP WELDING DEFECTS ON SEISMIC CLASS I CABLE TRAYS,  CONDUIT, AND HANGERS",12/14/1982,8212220432
83188,NELSON ELECTRIC,POTENTIALLY DEFECTIVE STAMPED TUBING SLEEVE USED  TO HOUSE ELECTRICAL SPLICES,12/15/1982,8302040288
83189,"TENNESSEE VALLEY AUTHORITY, WESTINGHOUSE",SOLID STATE PROTECTION SYSTEM TEST PROCEDURES,12/16/1982,8212220485
83190,ROCKWELL INTERNATIONAL,FAILURE OF THE POST- LOSS OF COOLANT ACCIDENT HYDROGEN RECOMBINER TIME DELAY RELAY DURING ENVIRONMENTAL QUALIFICATION TESTING,12/17/1982,8302090385
83191,"PUBLIC SERVICE OF INDIANA, ROBERTSHAW CONTROLS, COLT INDUSTRIES",DESIGN OF THERMOSTATIC VALVES IN DIESEL GENERATORS,12/17/1982,8212280157
